show,title,href,id,show_abbrev,show_c
Cuomo Prime Time,Axios Interviews President Trump; Trump Claims COVID Is Under Control; Governors In Unison To Combat Virus Spread; President Trump Downplayed A Hero Activist; Trump's Bet In Kansas Defeated; Massive Explosion In Beirut Killed 78 People. Aired 10-11p ET,/TRANSCRIPTS/2008/04/CPT.02.html,15892,CPT,cuomo_prime_time
Cuomo Prime Time,"U.S. Averaging More Than 1,000 COVID-19 Deaths a Day; Trump Downplays Increasing Number of U.S. COVID-19 Deaths; Gym Owner's Pushback Against NJ COVID-19 Restrictions; Trump Compares His Record to Teddy Roosevelt, LBJ & Lincoln. Aired 9-10p ET",/TRANSCRIPTS/2008/04/CPT.01.html,15893,CPT,cuomo_prime_time
Cuomo Prime Time,"Seventeen-Year-Old High School Athlete Loses Both Parents To COVID-19 Days Apart; President Trump Claims Virus Is ""Receding"" But Science Shows Otherwise; According To NYT, Scientists Worry About Political Influence Over Coronavirus Vaccine Project; President Trump Losing Ground And Time In 2020 Election; More Than 100 Million At Risk From Hurricane Isaias. Aired 10-11p ET",/TRANSCRIPTS/2008/03/CPT.02.html,15894,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Smears Birx As ""Pathetic"" After Her Virus Warning, Then Calls Pelosi ""Nasty"" For Criticizing Birx; Trump Falsely Claims Lockdowns Don't Prevent COVID Infections; NY Prosecutors: Trump Investigation Goes Beyond Hush Money. Aired 9-10p ET",/TRANSCRIPTS/2008/03/CPT.01.html,15895,CPT,cuomo_prime_time
Cuomo Prime Time,Trump Warns Maskless Floridians About Potential Hurricane Strike but Leaves Out COVID-19 Storm; Rep. Jordan Tries To Trap Fauci On Protests & Virus Spread; Trump Campaign Halts Buying Ads In Michigan As Biden's Lead Widens. Aired 9-10p ET,/TRANSCRIPTS/2007/31/CPT.01.html,15896,CPT,cuomo_prime_time
Cuomo Prime Time,Trump Pushes Unconstitutional Suggestion to Delay Election. Aired 9-10p ET,/TRANSCRIPTS/2007/30/CPT.01.html,15897,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Ignores Pandemic With Mostly-Maskless Crowd In Texas Where Virus Is Exploding; Coronavirus-Infected GOP Rep Blames Masks For Positive Test; Trump Again Praises Demon Sperm Doctor As Respected; U.S. Coronavirus Deaths Top 150,000; Pelosi Announces New Mask Mandate For House Members; Federal Forces To Withdraw From Portland With Conditions; Teachers' Union Supports Safety Strikes Over Reopening. Aired 9-10p ET",/TRANSCRIPTS/2007/29/CPT.01.html,15898,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Still Pushing His Debunked Coronavirus Miracle Cure; Trump Focuses On Dr. Fauci Besting Him In Approval Ratings Amid COVID- 19 Crisis, Denies Smearing Fauci On Twitter; Trump Again Touts Unproven Drug Hydroxychloroquine As COVID-19 Treatment Despite FDA's Caution Against Its Use; A.G. Barr Says Attacks On Federal Buildings Will Spread If Federal Agents Leave Portland. Aired 9-10p ET",/TRANSCRIPTS/2007/28/CPT.01.html,15899,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump: Governors Who Aren't Opening States Should Be; Bob Costas On Miami Marlins' COVID-19 Outbreak; BLM Protester Shot And Killed By Driver In Austin, Texas. Aired 9-10p ET",/TRANSCRIPTS/2007/27/CPT.01.html,15900,CPT,cuomo_prime_time
Cuomo Prime Time,More Than 150 Medical Experts Sign Letter Urging U.S. To Shut Down As COVID-19 Cases Top 4 Million; Trump Administration Sends Tactical Team To Seattle; Actor Chris Evans Launches Non-Partisan Website To Make Political Issues Easier To Understand. Aired 9-10p ET,/TRANSCRIPTS/2007/24/CPT.01.html,15901,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Calls Off Florida Portion Of RNC Over Safety Concerns, But Insists Schools Reopen; Trump Asking For $105 Billion For School Reopenings; Portland Mayor Tear-Gassed By Federal Officers. Aired 9- 10p ET",/TRANSCRIPTS/2007/23/CPT.01.html,15902,CPT,cuomo_prime_time
